0.53, 53333.33, 10.02, 7.00,23.09,29.93,45.78,67.47, 0.0
1.07, 106666.67, 10.00, 6.91,23.03,29.94,46.07,69.44, 0.0
1.60, 160000.00, 9.97, 6.91,22.90,29.83,45.66,69.54, 0.0
2.13, 213333.33, 10.00, 6.94,22.91,29.91,45.77,68.90, 0.0
2.67, 266666.67, 10.00, 6.93,23.06,29.95,46.00,68.99, 0.0
3.20, 320000.00, 9.98, 6.92,22.96,29.88,46.21,69.59, 0.0
3.73, 373333.33, 9.99, 6.92,22.99,29.94,46.05,69.15, 0.0
4.27, 426666.67, 9.99, 6.93,22.99,29.88,45.94,69.12, 0.0
4.80, 480000.00, 9.99, 6.92,23.05,29.94,46.03,68.45, 0.0
5.33, 533333.33, 10.01, 6.94,23.03,29.91,46.05,69.32, 0.0
5.87, 586666.67, 10.00, 6.92,23.06,29.92,46.00,68.59, 0.0
6.40, 640000.00, 10.00, 6.94,23.03,29.89,46.10,68.71, 0.0
6.93, 693333.33, 10.00, 6.94,22.99,29.94,46.12,69.68, 0.0
7.47, 746666.67, 10.00, 6.94,23.00,29.89,46.00,69.13, 0.0
8.00, 800000.00, 10.00, 6.94,23.02,29.92,45.95,69.24, 0.0
8.53, 853333.33, 10.02, 6.95,23.02,29.98,46.12,68.86, 0.0
9.07, 906666.67, 10.02, 6.95,23.04,30.02,46.31,69.35, 0.0
9.60, 960000.00, 10.05, 6.98,23.13,30.09,46.17,69.16, 0.0
10.13, 1013333.33, 10.09, 6.98,23.23,30.27,46.63,69.86, 0.0
10.67, 1066666.67, 10.16, 7.03,23.37,30.41,46.78,69.91, 0.0
11.20, 1120000.00, 10.21, 7.08,23.45,30.52,46.98,71.08, 0.0
11.73, 1173333.33, 10.28, 7.12,23.62,30.81,47.37,71.86, 0.0
12.27, 1226666.67, 10.40, 7.18,23.85,31.19,48.33,73.16, 0.0
12.80, 1280000.00, 10.60, 7.28,24.30,31.86,49.83,78.68, 0.0
13.33, 1333333.33, 10.83, 7.38,24.76,32.59,52.04,84.65, 0.0
13.87, 1386666.67, 11.16, 7.49,25.42,33.74,55.22,98.30, 0.0
14.40, 1440000.00, 11.68, 7.65,26.36,35.49,61.05,125.16, 0.0
14.93, 1493333.33, 12.62, 7.85,27.90,38.54,72.79,190.18, 0.0
15.47, 1546666.67, 14.76, 8.09,30.33,43.83,101.35,437.06, 0.0
16.00, 1600000.00, 197.97, 8.48,35.61,57.21,231.96,12421.20, 0.0
